# Team 0: AllInAgent, Team 1: PlayerAgent
hand_number,street,active_team,team_0_bankroll,team_1_bankroll,action_type,action_amount,team_0_cards,team_1_cards,board_cards,team_0_discarded,team_1_discarded,team_0_bet,team_1_bet
240,Flop,0,-1418,1418,CHECK,0,"['2h', 'Ad']","['Ah', '8d']","['4s', '7h', '5h']",,,100,100
240,Flop,1,-1418,1418,CHECK,0,"['2h', 'Ad']","['Ah', '8d']","['4s', '7h', '5h']",,,100,100
240,Turn,0,-1418,1418,CHECK,0,"['2h', 'Ad']","['Ah', '8d']","['4s', '7h', '5h', '7s']",,,100,100
240,Turn,1,-1418,1418,CHECK,0,"['2h', 'Ad']","['Ah', '8d']","['4s', '7h', '5h', '7s']",,,100,100
240,River,0,-1418,1418,CHECK,0,"['2h', 'Ad']","['Ah', '8d']","['4s', '7h', '5h', '7s', '5d']",,,100,100
240,River,1,-1418,1418,CHECK,0,"['2h', 'Ad']","['Ah', '8d']","['4s', '7h', '5h', '7s', '5d']",,,100,100
241,Pre-Flop,1,-1418,1418,CALL,0,"['Ad', '4d']","['9d', '5s']","['7d', '8s']",,,1,1
241,Pre-Flop,0,-1418,1418,RAISE,98,"['Ad', '4d']","['9d', '5s']","['7d', '8s']",,,2,2
241,Pre-Flop,1,-1418,1418,CALL,0,"['Ad', '4d']","['9d', '5s']","['7d', '8s']",,,2,2
241,Flop,1,-1418,1418,CHECK,0,"['Ad', '4d']","['9d', '5s']","['7d', '8s', '7s']",,,100,100
241,Flop,0,-1418,1418,CHECK,0,"['Ad', '4d']","['9d', '5s']","['7d', '8s', '7s']",,,100,100
241,Turn,1,-1418,1418,CHECK,0,"['Ad', '4d']","['9d', '5s']","['7d', '8s', '7s', '8d']",,,100,100
241,Turn,0,-1418,1418,CHECK,0,"['Ad', '4d']","['9d', '5s']","['7d', '8s', '7s', '8d']",,,100,100
241,River,1,-1418,1418,CHECK,0,"['Ad', '4d']","['9d', '5s']","['7d', '8s', '7s', '8d', '4h']",,,100,100
241,River,0,-1418,1418,CHECK,0,"['Ad', '4d']","['9d', '5s']","['7d', '8s', '7s', '8d', '4h']",,,100,100
242,Pre-Flop,0,-1318,1318,RAISE,98,"['6d', '9d']","['8d', '7d']","['3d', 'As']",,,1,1
242,Pre-Flop,1,-1318,1318,CALL,0,"['6d', '9d']","['8d', '7d']","['3d', 'As']",,,2,2
242,Flop,0,-1318,1318,CHECK,0,"['6d', '9d']","['8d', '7d']","['3d', 'As', '6s']",,,100,100
242,Flop,1,-1318,1318,CHECK,0,"['6d', '9d']","['8d', '7d']","['3d', 'As', '6s']",,,100,100
242,Turn,0,-1318,1318,CHECK,0,"['6d', '9d']","['8d', '7d']","['3d', 'As', '6s', '9h']",,,100,100
242,Turn,1,-1318,1318,CHECK,0,"['6d', '9d']","['8d', '7d']","['3d', 'As', '6s', '9h']",,,100,100
242,River,0,-1318,1318,CHECK,0,"['6d', '9d']","['8d', '7d']","['3d', 'As', '6s', '9h', '8h']",,,100,100
242,River,1,-1318,1318,CHECK,0,"['6d', '9d']","['8d', '7d']","['3d', 'As', '6s', '9h', '8h']",,,100,100
243,Pre-Flop,1,-1418,1418,CALL,0,"['8h', '7s']","['6h', 'Ah']","['3s', '4h']",,,1,1
243,Pre-Flop,0,-1418,1418,RAISE,98,"['8h', '7s']","['6h', 'Ah']","['3s', '4h']",,,2,2
243,Pre-Flop,1,-1418,1418,CALL,0,"['8h', '7s']","['6h', 'Ah']","['3s', '4h']",,,2,2
243,Flop,1,-1418,1418,CHECK,0,"['8h', '7s']","['6h', 'Ah']","['3s', '4h', '8d']",,,100,100
243,Flop,0,-1418,1418,CHECK,0,"['8h', '7s']","['6h', 'Ah']","['3s', '4h', '8d']",,,100,100
243,Turn,1,-1418,1418,CHECK,0,"['8h', '7s']","['6h', 'Ah']","['3s', '4h', '8d', '4d']",,,100,100
243,Turn,0,-1418,1418,CHECK,0,"['8h', '7s']","['6h', 'Ah']","['3s', '4h', '8d', '4d']",,,100,100
243,River,1,-1418,1418,CHECK,0,"['8h', '7s']","['6h', 'Ah']","['3s', '4h', '8d', '4d', '9d']",,,100,100
243,River,0,-1418,1418,CHECK,0,"['8h', '7s']","['6h', 'Ah']","['3s', '4h', '8d', '4d', '9d']",,,100,100
244,Pre-Flop,0,-1318,1318,RAISE,98,"['2d', '8h']","['9d', '5s']","['4h', '3h']",,,1,1
244,Pre-Flop,1,-1318,1318,DISCARD,0,"['2d', '8h']","['9d', '5s']","['4h', '3h']",,,2,2
244,Pre-Flop,1,-1318,1318,CALL,0,"['2d', '8h']","['9d', '7h']","['4h', '3h']",,5s,2,2
244,Flop,0,-1318,1318,CHECK,0,"['2d', '8h']","['9d', '7h']","['4h', '3h', '8s']",,5s,100,100
244,Flop,1,-1318,1318,CHECK,0,"['2d', '8h']","['9d', '7h']","['4h', '3h', '8s']",,5s,100,100
244,Turn,0,-1318,1318,CHECK,0,"['2d', '8h']","['9d', '7h']","['4h', '3h', '8s', '6h']",,5s,100,100
244,Turn,1,-1318,1318,CHECK,0,"['2d', '8h']","['9d', '7h']","['4h', '3h', '8s', '6h']",,5s,100,100
244,River,0,-1318,1318,CHECK,0,"['2d', '8h']","['9d', '7h']","['4h', '3h', '8s', '6h', '3d']",,5s,100,100
244,River,1,-1318,1318,CHECK,0,"['2d', '8h']","['9d', '7h']","['4h', '3h', '8s', '6h', '3d']",,5s,100,100
245,Pre-Flop,1,-1218,1218,CALL,0,"['6s', '4d']","['5s', '7h']","['9s', '5d']",,,1,1
245,Pre-Flop,0,-1218,1218,RAISE,98,"['6s', '4d']","['5s', '7h']","['9s', '5d']",,,2,2
245,Pre-Flop,1,-1218,1218,CALL,0,"['6s', '4d']","['5s', '7h']","['9s', '5d']",,,2,2
245,Flop,1,-1218,1218,CHECK,0,"['6s', '4d']","['5s', '7h']","['9s', '5d', '5h']",,,100,100
245,Flop,0,-1218,1218,CHECK,0,"['6s', '4d']","['5s', '7h']","['9s', '5d', '5h']",,,100,100
245,Turn,1,-1218,1218,CHECK,0,"['6s', '4d']","['5s', '7h']","['9s', '5d', '5h', '8d']",,,100,100
245,Turn,0,-1218,1218,CHECK,0,"['6s', '4d']","['5s', '7h']","['9s', '5d', '5h', '8d']",,,100,100
245,River,1,-1218,1218,CHECK,0,"['6s', '4d']","['5s', '7h']","['9s', '5d', '5h', '8d', '3h']",,,100,100
245,River,0,-1218,1218,CHECK,0,"['6s', '4d']","['5s', '7h']","['9s', '5d', '5h', '8d', '3h']",,,100,100
246,Pre-Flop,0,-1318,1318,RAISE,98,"['8s', 'Ah']","['8h', '4h']","['3s', '7d']",,,1,1
246,Pre-Flop,1,-1318,1318,DISCARD,0,"['8s', 'Ah']","['8h', '4h']","['3s', '7d']",,,2,2
246,Pre-Flop,1,-1318,1318,CALL,0,"['8s', 'Ah']","['8h', '9h']","['3s', '7d']",,4h,2,2
246,Flop,0,-1318,1318,CHECK,0,"['8s', 'Ah']","['8h', '9h']","['3s', '7d', '7h']",,4h,100,100
246,Flop,1,-1318,1318,CHECK,0,"['8s', 'Ah']","['8h', '9h']","['3s', '7d', '7h']",,4h,100,100
246,Turn,0,-1318,1318,CHECK,0,"['8s', 'Ah']","['8h', '9h']","['3s', '7d', '7h', 'As']",,4h,100,100
246,Turn,1,-1318,1318,CHECK,0,"['8s', 'Ah']","['8h', '9h']","['3s', '7d', '7h', 'As']",,4h,100,100
246,River,0,-1318,1318,CHECK,0,"['8s', 'Ah']","['8h', '9h']","['3s', '7d', '7h', 'As', '2d']",,4h,100,100
246,River,1,-1318,1318,CHECK,0,"['8s', 'Ah']","['8h', '9h']","['3s', '7d', '7h', 'As', '2d']",,4h,100,100
247,Pre-Flop,1,-1218,1218,CALL,0,"['7h', '9s']","['8d', '9h']","['4d', '8h']",,,1,1
247,Pre-Flop,0,-1218,1218,RAISE,98,"['7h', '9s']","['8d', '9h']","['4d', '8h']",,,2,2
247,Pre-Flop,1,-1218,1218,CALL,0,"['7h', '9s']","['8d', '9h']","['4d', '8h']",,,2,2
247,Flop,1,-1218,1218,CHECK,0,"['7h', '9s']","['8d', '9h']","['4d', '8h', '2h']",,,100,100
247,Flop,0,-1218,1218,CHECK,0,"['7h', '9s']","['8d', '9h']","['4d', '8h', '2h']",,,100,100
247,Turn,1,-1218,1218,CHECK,0,"['7h', '9s']","['8d', '9h']","['4d', '8h', '2h', '3d']",,,100,100
247,Turn,0,-1218,1218,CHECK,0,"['7h', '9s']","['8d', '9h']","['4d', '8h', '2h', '3d']",,,100,100
247,River,1,-1218,1218,CHECK,0,"['7h', '9s']","['8d', '9h']","['4d', '8h', '2h', '3d', '5h']",,,100,100
247,River,0,-1218,1218,CHECK,0,"['7h', '9s']","['8d', '9h']","['4d', '8h', '2h', '3d', '5h']",,,100,100
248,Pre-Flop,0,-1318,1318,RAISE,98,"['5d', '4d']","['4h', '2s']","['8d', '5s']",,,1,1
248,Pre-Flop,1,-1318,1318,DISCARD,0,"['5d', '4d']","['4h', '2s']","['8d', '5s']",,,2,2
248,Pre-Flop,1,-1318,1318,CALL,0,"['5d', '4d']","['4h', '6h']","['8d', '5s']",,2s,2,2
248,Flop,0,-1318,1318,CHECK,0,"['5d', '4d']","['4h', '6h']","['8d', '5s', '3s']",,2s,100,100
248,Flop,1,-1318,1318,CHECK,0,"['5d', '4d']","['4h', '6h']","['8d', '5s', '3s']",,2s,100,100
248,Turn,0,-1318,1318,CHECK,0,"['5d', '4d']","['4h', '6h']","['8d', '5s', '3s', '4s']",,2s,100,100
248,Turn,1,-1318,1318,CHECK,0,"['5d', '4d']","['4h', '6h']","['8d', '5s', '3s', '4s']",,2s,100,100
248,River,0,-1318,1318,CHECK,0,"['5d', '4d']","['4h', '6h']","['8d', '5s', '3s', '4s', 'Ah']",,2s,100,100
248,River,1,-1318,1318,CHECK,0,"['5d', '4d']","['4h', '6h']","['8d', '5s', '3s', '4s', 'Ah']",,2s,100,100
249,Pre-Flop,1,-1218,1218,CALL,0,"['3h', '2h']","['9h', '9d']","['3d', '4h']",,,1,1
249,Pre-Flop,0,-1218,1218,RAISE,98,"['3h', '2h']","['9h', '9d']","['3d', '4h']",,,2,2
249,Pre-Flop,1,-1218,1218,CALL,0,"['3h', '2h']","['9h', '9d']","['3d', '4h']",,,2,2
249,Flop,1,-1218,1218,CHECK,0,"['3h', '2h']","['9h', '9d']","['3d', '4h', '2s']",,,100,100
249,Flop,0,-1218,1218,CHECK,0,"['3h', '2h']","['9h', '9d']","['3d', '4h', '2s']",,,100,100
249,Turn,1,-1218,1218,CHECK,0,"['3h', '2h']","['9h', '9d']","['3d', '4h', '2s', '6s']",,,100,100
249,Turn,0,-1218,1218,CHECK,0,"['3h', '2h']","['9h', '9d']","['3d', '4h', '2s', '6s']",,,100,100
249,River,1,-1218,1218,CHECK,0,"['3h', '2h']","['9h', '9d']","['3d', '4h', '2s', '6s', '5s']",,,100,100
249,River,0,-1218,1218,CHECK,0,"['3h', '2h']","['9h', '9d']","['3d', '4h', '2s', '6s', '5s']",,,100,100
250,Pre-Flop,0,-1218,1218,RAISE,98,"['9s', '5d']","['Ad', '5h']","['6s', '7h']",,,1,1
250,Pre-Flop,1,-1218,1218,CALL,0,"['9s', '5d']","['Ad', '5h']","['6s', '7h']",,,2,2
250,Flop,0,-1218,1218,CHECK,0,"['9s', '5d']","['Ad', '5h']","['6s', '7h', '9d']",,,100,100
250,Flop,1,-1218,1218,CHECK,0,"['9s', '5d']","['Ad', '5h']","['6s', '7h', '9d']",,,100,100
250,Turn,0,-1218,1218,CHECK,0,"['9s', '5d']","['Ad', '5h']","['6s', '7h', '9d', '3h']",,,100,100
250,Turn,1,-1218,1218,CHECK,0,"['9s', '5d']","['Ad', '5h']","['6s', '7h', '9d', '3h']",,,100,100
250,River,0,-1218,1218,CHECK,0,"['9s', '5d']","['Ad', '5h']","['6s', '7h', '9d', '3h', '7s']",,,100,100
250,River,1,-1218,1218,CHECK,0,"['9s', '5d']","['Ad', '5h']","['6s', '7h', '9d', '3h', '7s']",,,100,100
251,Pre-Flop,1,-1118,1118,CALL,0,"['9s', '2s']","['6h', '4d']","['2h', '4h']",,,1,1
251,Pre-Flop,0,-1118,1118,RAISE,98,"['9s', '2s']","['6h', '4d']","['2h', '4h']",,,2,2
251,Pre-Flop,1,-1118,1118,DISCARD,0,"['9s', '2s']","['6h', '4d']","['2h', '4h']",,,2,2
251,Pre-Flop,1,-1118,1118,CALL,0,"['9s', '2s']","['6h', '7h']","['2h', '4h']",,4d,2,2
251,Flop,1,-1118,1118,CHECK,0,"['9s', '2s']","['6h', '7h']","['2h', '4h', '8h']",,4d,100,100
251,Flop,0,-1118,1118,CHECK,0,"['9s', '2s']","['6h', '7h']","['2h', '4h', '8h']",,4d,100,100
251,Turn,1,-1118,1118,CHECK,0,"['9s', '2s']","['6h', '7h']","['2h', '4h', '8h', '9d']",,4d,100,100
251,Turn,0,-1118,1118,CHECK,0,"['9s', '2s']","['6h', '7h']","['2h', '4h', '8h', '9d']",,4d,100,100
251,River,1,-1118,1118,CHECK,0,"['9s', '2s']","['6h', '7h']","['2h', '4h', '8h', '9d', '6d']",,4d,100,100
251,River,0,-1118,1118,CHECK,0,"['9s', '2s']","['6h', '7h']","['2h', '4h', '8h', '9d', '6d']",,4d,100,100
252,Pre-Flop,0,-1218,1218,RAISE,98,"['2h', '9d']","['As', '5s']","['5d', '3d']",,,1,1
252,Pre-Flop,1,-1218,1218,CALL,0,"['2h', '9d']","['As', '5s']","['5d', '3d']",,,2,2
252,Flop,0,-1218,1218,CHECK,0,"['2h', '9d']","['As', '5s']","['5d', '3d', '8d']",,,100,100
252,Flop,1,-1218,1218,CHECK,0,"['2h', '9d']","['As', '5s']","['5d', '3d', '8d']",,,100,100
252,Turn,0,-1218,1218,CHECK,0,"['2h', '9d']","['As', '5s']","['5d', '3d', '8d', '4s']",,,100,100
252,Turn,1,-1218,1218,CHECK,0,"['2h', '9d']","['As', '5s']","['5d', '3d', '8d', '4s']",,,100,100
252,River,0,-1218,1218,CHECK,0,"['2h', '9d']","['As', '5s']","['5d', '3d', '8d', '4s', 'Ad']",,,100,100
252,River,1,-1218,1218,CHECK,0,"['2h', '9d']","['As', '5s']","['5d', '3d', '8d', '4s', 'Ad']",,,100,100
253,Pre-Flop,1,-1118,1118,CALL,0,"['8h', '2s']","['6h', 'Ah']","['9d', '8s']",,,1,1
253,Pre-Flop,0,-1118,1118,RAISE,98,"['8h', '2s']","['6h', 'Ah']","['9d', '8s']",,,2,2
253,Pre-Flop,1,-1118,1118,CALL,0,"['8h', '2s']","['6h', 'Ah']","['9d', '8s']",,,2,2
253,Flop,1,-1118,1118,CHECK,0,"['8h', '2s']","['6h', 'Ah']","['9d', '8s', '2h']",,,100,100
253,Flop,0,-1118,1118,CHECK,0,"['8h', '2s']","['6h', 'Ah']","['9d', '8s', '2h']",,,100,100
253,Turn,1,-1118,1118,CHECK,0,"['8h', '2s']","['6h', 'Ah']","['9d', '8s', '2h', '7s']",,,100,100
253,Turn,0,-1118,1118,CHECK,0,"['8h', '2s']","['6h', 'Ah']","['9d', '8s', '2h', '7s']",,,100,100
253,River,1,-1118,1118,CHECK,0,"['8h', '2s']","['6h', 'Ah']","['9d', '8s', '2h', '7s', '6d']",,,100,100
253,River,0,-1118,1118,CHECK,0,"['8h', '2s']","['6h', 'Ah']","['9d', '8s', '2h', '7s', '6d']",,,100,100
254,Pre-Flop,0,-1218,1218,RAISE,98,"['3d', '5d']","['7s', '5h']","['3h', '9h']",,,1,1
254,Pre-Flop,1,-1218,1218,CALL,0,"['3d', '5d']","['7s', '5h']","['3h', '9h']",,,2,2
254,Flop,0,-1218,1218,CHECK,0,"['3d', '5d']","['7s', '5h']","['3h', '9h', '2s']",,,100,100
254,Flop,1,-1218,1218,CHECK,0,"['3d', '5d']","['7s', '5h']","['3h', '9h', '2s']",,,100,100
254,Turn,0,-1218,1218,CHECK,0,"['3d', '5d']","['7s', '5h']","['3h', '9h', '2s', '8d']",,,100,100
254,Turn,1,-1218,1218,CHECK,0,"['3d', '5d']","['7s', '5h']","['3h', '9h', '2s', '8d']",,,100,100
254,River,0,-1218,1218,CHECK,0,"['3d', '5d']","['7s', '5h']","['3h', '9h', '2s', '8d', '9d']",,,100,100
254,River,1,-1218,1218,CHECK,0,"['3d', '5d']","['7s', '5h']","['3h', '9h', '2s', '8d', '9d']",,,100,100
255,Pre-Flop,1,-1118,1118,CALL,0,"['4d', '7s']","['8s', '6h']","['3d', 'Ad']",,,1,1
255,Pre-Flop,0,-1118,1118,RAISE,98,"['4d', '7s']","['8s', '6h']","['3d', 'Ad']",,,2,2
255,Pre-Flop,1,-1118,1118,CALL,0,"['4d', '7s']","['8s', '6h']","['3d', 'Ad']",,,2,2
255,Flop,1,-1118,1118,CHECK,0,"['4d', '7s']","['8s', '6h']","['3d', 'Ad', '9h']",,,100,100
255,Flop,0,-1118,1118,CHECK,0,"['4d', '7s']","['8s', '6h']","['3d', 'Ad', '9h']",,,100,100
255,Turn,1,-1118,1118,CHECK,0,"['4d', '7s']","['8s', '6h']","['3d', 'Ad', '9h', '2h']",,,100,100
255,Turn,0,-1118,1118,CHECK,0,"['4d', '7s']","['8s', '6h']","['3d', 'Ad', '9h', '2h']",,,100,100
255,River,1,-1118,1118,CHECK,0,"['4d', '7s']","['8s', '6h']","['3d', 'Ad', '9h', '2h', '2s']",,,100,100
255,River,0,-1118,1118,CHECK,0,"['4d', '7s']","['8s', '6h']","['3d', 'Ad', '9h', '2h', '2s']",,,100,100
256,Pre-Flop,0,-1218,1218,RAISE,98,"['5s', '7s']","['9h', '9d']","['5d', 'As']",,,1,1
256,Pre-Flop,1,-1218,1218,CALL,0,"['5s', '7s']","['9h', '9d']","['5d', 'As']",,,2,2
256,Flop,0,-1218,1218,CHECK,0,"['5s', '7s']","['9h', '9d']","['5d', 'As', '8d']",,,100,100
256,Flop,1,-1218,1218,CHECK,0,"['5s', '7s']","['9h', '9d']","['5d', 'As', '8d']",,,100,100
256,Turn,0,-1218,1218,CHECK,0,"['5s', '7s']","['9h', '9d']","['5d', 'As', '8d', 'Ad']",,,100,100
256,Turn,1,-1218,1218,CHECK,0,"['5s', '7s']","['9h', '9d']","['5d', 'As', '8d', 'Ad']",,,100,100
256,River,0,-1218,1218,CHECK,0,"['5s', '7s']","['9h', '9d']","['5d', 'As', '8d', 'Ad', '3h']",,,100,100
256,River,1,-1218,1218,CHECK,0,"['5s', '7s']","['9h', '9d']","['5d', 'As', '8d', 'Ad', '3h']",,,100,100
257,Pre-Flop,1,-1318,1318,CALL,0,"['5h', 'Ad']","['2h', '9h']","['Ah', '2d']",,,1,1
257,Pre-Flop,0,-1318,1318,RAISE,98,"['5h', 'Ad']","['2h', '9h']","['Ah', '2d']",,,2,2
257,Pre-Flop,1,-1318,1318,DISCARD,0,"['5h', 'Ad']","['2h', '9h']","['Ah', '2d']",,,2,2
257,Pre-Flop,1,-1318,1318,FOLD,0,"['5h', 'Ad']","['2h', '8s']","['Ah', '2d']",,9h,2,2
258,Pre-Flop,0,-1316,1316,RAISE,98,"['9d', '4s']","['4d', '3s']","['4h', '8s']",,,1,1
258,Pre-Flop,1,-1316,1316,DISCARD,0,"['9d', '4s']","['4d', '3s']","['4h', '8s']",,,2,2
258,Pre-Flop,1,-1316,1316,FOLD,0,"['9d', '4s']","['6h', '3s']","['4h', '8s']",,4d,2,2
259,Pre-Flop,1,-1314,1314,CALL,0,"['5d', '6h']","['9s', '3h']","['9h', 'Ah']",,,1,1
259,Pre-Flop,0,-1314,1314,RAISE,98,"['5d', '6h']","['9s', '3h']","['9h', 'Ah']",,,2,2
259,Pre-Flop,1,-1314,1314,DISCARD,0,"['5d', '6h']","['9s', '3h']","['9h', 'Ah']",,,2,2
259,Pre-Flop,1,-1314,1314,CALL,0,"['5d', '6h']","['9s', 'As']","['9h', 'Ah']",,3h,2,2
259,Flop,1,-1314,1314,CHECK,0,"['5d', '6h']","['9s', 'As']","['9h', 'Ah', 'Ad']",,3h,100,100
259,Flop,0,-1314,1314,CHECK,0,"['5d', '6h']","['9s', 'As']","['9h', 'Ah', 'Ad']",,3h,100,100
259,Turn,1,-1314,1314,CHECK,0,"['5d', '6h']","['9s', 'As']","['9h', 'Ah', 'Ad', '4h']",,3h,100,100
259,Turn,0,-1314,1314,CHECK,0,"['5d', '6h']","['9s', 'As']","['9h', 'Ah', 'Ad', '4h']",,3h,100,100
259,River,1,-1314,1314,CHECK,0,"['5d', '6h']","['9s', 'As']","['9h', 'Ah', 'Ad', '4h', '3d']",,3h,100,100
259,River,0,-1314,1314,CHECK,0,"['5d', '6h']","['9s', 'As']","['9h', 'Ah', 'Ad', '4h', '3d']",,3h,100,100
260,Pre-Flop,0,-1414,1414,RAISE,98,"['7d', '6s']","['8d', 'As']","['5d', '7h']",,,1,1
260,Pre-Flop,1,-1414,1414,CALL,0,"['7d', '6s']","['8d', 'As']","['5d', '7h']",,,2,2
260,Flop,0,-1414,1414,CHECK,0,"['7d', '6s']","['8d', 'As']","['5d', '7h', '5h']",,,100,100
260,Flop,1,-1414,1414,CHECK,0,"['7d', '6s']","['8d', 'As']","['5d', '7h', '5h']",,,100,100
260,Turn,0,-1414,1414,CHECK,0,"['7d', '6s']","['8d', 'As']","['5d', '7h', '5h', '4d']",,,100,100
260,Turn,1,-1414,1414,CHECK,0,"['7d', '6s']","['8d', 'As']","['5d', '7h', '5h', '4d']",,,100,100
260,River,0,-1414,1414,CHECK,0,"['7d', '6s']","['8d', 'As']","['5d', '7h', '5h', '4d', '4h']",,,100,100
260,River,1,-1414,1414,CHECK,0,"['7d', '6s']","['8d', 'As']","['5d', '7h', '5h', '4d', '4h']",,,100,100
261,Pre-Flop,1,-1314,1314,CALL,0,"['8h', '3d']","['3s', '4s']","['3h', '5s']",,,1,1
261,Pre-Flop,0,-1314,1314,RAISE,98,"['8h', '3d']","['3s', '4s']","['3h', '5s']",,,2,2
261,Pre-Flop,1,-1314,1314,DISCARD,0,"['8h', '3d']","['3s', '4s']","['3h', '5s']",,,2,2
261,Pre-Flop,1,-1314,1314,FOLD,0,"['8h', '3d']","['3s', '6s']","['3h', '5s']",,4s,2,2
262,Pre-Flop,0,-1312,1312,RAISE,98,"['7s', '4d']","['2d', '8h']","['Ad', '9s']",,,1,1
262,Pre-Flop,1,-1312,1312,DISCARD,0,"['7s', '4d']","['2d', '8h']","['Ad', '9s']",,,2,2
262,Pre-Flop,1,-1312,1312,FOLD,0,"['7s', '4d']","['3s', '8h']","['Ad', '9s']",,2d,2,2
263,Pre-Flop,1,-1310,1310,CALL,0,"['4d', '2d']","['5h', '6s']","['2h', '8d']",,,1,1
263,Pre-Flop,0,-1310,1310,RAISE,98,"['4d', '2d']","['5h', '6s']","['2h', '8d']",,,2,2
263,Pre-Flop,1,-1310,1310,CALL,0,"['4d', '2d']","['5h', '6s']","['2h', '8d']",,,2,2
263,Flop,1,-1310,1310,CHECK,0,"['4d', '2d']","['5h', '6s']","['2h', '8d', '9s']",,,100,100
263,Flop,0,-1310,1310,CHECK,0,"['4d', '2d']","['5h', '6s']","['2h', '8d', '9s']",,,100,100
263,Turn,1,-1310,1310,CHECK,0,"['4d', '2d']","['5h', '6s']","['2h', '8d', '9s', '7d']",,,100,100
263,Turn,0,-1310,1310,CHECK,0,"['4d', '2d']","['5h', '6s']","['2h', '8d', '9s', '7d']",,,100,100
263,River,1,-1310,1310,CHECK,0,"['4d', '2d']","['5h', '6s']","['2h', '8d', '9s', '7d', '2s']",,,100,100
263,River,0,-1310,1310,CHECK,0,"['4d', '2d']","['5h', '6s']","['2h', '8d', '9s', '7d', '2s']",,,100,100
264,Pre-Flop,0,-1410,1410,RAISE,98,"['2s', '9h']","['7d', '3h']","['3d', '8s']",,,1,1
264,Pre-Flop,1,-1410,1410,DISCARD,0,"['2s', '9h']","['7d', '3h']","['3d', '8s']",,,2,2
264,Pre-Flop,1,-1410,1410,FOLD,0,"['2s', '9h']","['3s', '3h']","['3d', '8s']",,7d,2,2
265,Pre-Flop,1,-1408,1408,CALL,0,"['6d', '9d']","['7d', '5h']","['3d', '4h']",,,1,1
265,Pre-Flop,0,-1408,1408,RAISE,98,"['6d', '9d']","['7d', '5h']","['3d', '4h']",,,2,2
265,Pre-Flop,1,-1408,1408,CALL,0,"['6d', '9d']","['7d', '5h']","['3d', '4h']",,,2,2
265,Flop,1,-1408,1408,CHECK,0,"['6d', '9d']","['7d', '5h']","['3d', '4h', '5d']",,,100,100
265,Flop,0,-1408,1408,CHECK,0,"['6d', '9d']","['7d', '5h']","['3d', '4h', '5d']",,,100,100
265,Turn,1,-1408,1408,CHECK,0,"['6d', '9d']","['7d', '5h']","['3d', '4h', '5d', '3h']",,,100,100
265,Turn,0,-1408,1408,CHECK,0,"['6d', '9d']","['7d', '5h']","['3d', '4h', '5d', '3h']",,,100,100
265,River,1,-1408,1408,CHECK,0,"['6d', '9d']","['7d', '5h']","['3d', '4h', '5d', '3h', '3s']",,,100,100
265,River,0,-1408,1408,CHECK,0,"['6d', '9d']","['7d', '5h']","['3d', '4h', '5d', '3h', '3s']",,,100,100
266,Pre-Flop,0,-1508,1508,RAISE,98,"['5d', '9s']","['3s', '7h']","['As', '5h']",,,1,1
266,Pre-Flop,1,-1508,1508,DISCARD,0,"['5d', '9s']","['3s', '7h']","['As', '5h']",,,2,2
266,Pre-Flop,1,-1508,1508,FOLD,0,"['5d', '9s']","['3s', '4h']","['As', '5h']",,7h,2,2
267,Pre-Flop,1,-1506,1506,CALL,0,"['3h', '8h']","['Ah', '4h']","['5d', '3d']",,,1,1
267,Pre-Flop,0,-1506,1506,RAISE,98,"['3h', '8h']","['Ah', '4h']","['5d', '3d']",,,2,2
267,Pre-Flop,1,-1506,1506,CALL,0,"['3h', '8h']","['Ah', '4h']","['5d', '3d']",,,2,2
267,Flop,1,-1506,1506,CHECK,0,"['3h', '8h']","['Ah', '4h']","['5d', '3d', '8d']",,,100,100
267,Flop,0,-1506,1506,CHECK,0,"['3h', '8h']","['Ah', '4h']","['5d', '3d', '8d']",,,100,100
267,Turn,1,-1506,1506,CHECK,0,"['3h', '8h']","['Ah', '4h']","['5d', '3d', '8d', '5h']",,,100,100
267,Turn,0,-1506,1506,CHECK,0,"['3h', '8h']","['Ah', '4h']","['5d', '3d', '8d', '5h']",,,100,100
267,River,1,-1506,1506,CHECK,0,"['3h', '8h']","['Ah', '4h']","['5d', '3d', '8d', '5h', '6s']",,,100,100
267,River,0,-1506,1506,CHECK,0,"['3h', '8h']","['Ah', '4h']","['5d', '3d', '8d', '5h', '6s']",,,100,100
268,Pre-Flop,0,-1406,1406,RAISE,98,"['5d', '7d']","['3s', '2s']","['Ad', '2h']",,,1,1
268,Pre-Flop,1,-1406,1406,DISCARD,0,"['5d', '7d']","['3s', '2s']","['Ad', '2h']",,,2,2
268,Pre-Flop,1,-1406,1406,FOLD,0,"['5d', '7d']","['9h', '2s']","['Ad', '2h']",,3s,2,2
269,Pre-Flop,1,-1404,1404,CALL,0,"['9d', '9s']","['8h', '5s']","['2h', 'As']",,,1,1
269,Pre-Flop,0,-1404,1404,RAISE,98,"['9d', '9s']","['8h', '5s']","['2h', 'As']",,,2,2
269,Pre-Flop,1,-1404,1404,DISCARD,0,"['9d', '9s']","['8h', '5s']","['2h', 'As']",,,2,2
269,Pre-Flop,1,-1404,1404,CALL,0,"['9d', '9s']","['9h', '5s']","['2h', 'As']",,8h,2,2
269,Flop,1,-1404,1404,CHECK,0,"['9d', '9s']","['9h', '5s']","['2h', 'As', '7h']",,8h,100,100
269,Flop,0,-1404,1404,CHECK,0,"['9d', '9s']","['9h', '5s']","['2h', 'As', '7h']",,8h,100,100
