# Team 0: AllInAgent, Team 1: PlayerAgent
hand_number,street,active_team,team_0_bankroll,team_1_bankroll,action_type,action_amount,team_0_cards,team_1_cards,board_cards,team_0_discarded,team_1_discarded,team_0_bet,team_1_bet
611,River,0,-2770,2770,CHECK,0,"['3s', '5d']","['6d', '8h']","['9s', '7d', '6h', '2d', '8s']",,,100,100
612,Pre-Flop,0,-2670,2670,RAISE,98,"['9s', '6h']","['Ah', '7s']","['6d', '9d']",,,1,1
612,Pre-Flop,1,-2670,2670,CALL,0,"['9s', '6h']","['Ah', '7s']","['6d', '9d']",,,2,2
612,Flop,0,-2670,2670,CHECK,0,"['9s', '6h']","['Ah', '7s']","['6d', '9d', '4s']",,,100,100
612,Flop,1,-2670,2670,CHECK,0,"['9s', '6h']","['Ah', '7s']","['6d', '9d', '4s']",,,100,100
612,Turn,0,-2670,2670,CHECK,0,"['9s', '6h']","['Ah', '7s']","['6d', '9d', '4s', '2h']",,,100,100
612,Turn,1,-2670,2670,CHECK,0,"['9s', '6h']","['Ah', '7s']","['6d', '9d', '4s', '2h']",,,100,100
612,River,0,-2670,2670,CHECK,0,"['9s', '6h']","['Ah', '7s']","['6d', '9d', '4s', '2h', '8d']",,,100,100
612,River,1,-2670,2670,CHECK,0,"['9s', '6h']","['Ah', '7s']","['6d', '9d', '4s', '2h', '8d']",,,100,100
613,Pre-Flop,1,-2770,2770,CALL,0,"['8s', '4h']","['5d', '6d']","['7h', '3d']",,,1,1
613,Pre-Flop,0,-2770,2770,RAISE,98,"['8s', '4h']","['5d', '6d']","['7h', '3d']",,,2,2
613,Pre-Flop,1,-2770,2770,CALL,0,"['8s', '4h']","['5d', '6d']","['7h', '3d']",,,2,2
613,Flop,1,-2770,2770,CHECK,0,"['8s', '4h']","['5d', '6d']","['7h', '3d', '3s']",,,100,100
613,Flop,0,-2770,2770,CHECK,0,"['8s', '4h']","['5d', '6d']","['7h', '3d', '3s']",,,100,100
613,Turn,1,-2770,2770,CHECK,0,"['8s', '4h']","['5d', '6d']","['7h', '3d', '3s', '4d']",,,100,100
613,Turn,0,-2770,2770,CHECK,0,"['8s', '4h']","['5d', '6d']","['7h', '3d', '3s', '4d']",,,100,100
613,River,1,-2770,2770,CHECK,0,"['8s', '4h']","['5d', '6d']","['7h', '3d', '3s', '4d', '3h']",,,100,100
613,River,0,-2770,2770,CHECK,0,"['8s', '4h']","['5d', '6d']","['7h', '3d', '3s', '4d', '3h']",,,100,100
614,Pre-Flop,0,-2670,2670,RAISE,98,"['9s', '5h']","['6h', '9d']","['8h', '2d']",,,1,1
614,Pre-Flop,1,-2670,2670,DISCARD,0,"['9s', '5h']","['6h', '9d']","['8h', '2d']",,,2,2
614,Pre-Flop,1,-2670,2670,FOLD,0,"['9s', '5h']","['3d', '9d']","['8h', '2d']",,6h,2,2
615,Pre-Flop,1,-2668,2668,CALL,0,"['Ah', '7d']","['8s', '2h']","['3d', '5d']",,,1,1
615,Pre-Flop,0,-2668,2668,RAISE,98,"['Ah', '7d']","['8s', '2h']","['3d', '5d']",,,2,2
615,Pre-Flop,1,-2668,2668,DISCARD,0,"['Ah', '7d']","['8s', '2h']","['3d', '5d']",,,2,2
615,Pre-Flop,1,-2668,2668,FOLD,0,"['Ah', '7d']","['8s', '4d']","['3d', '5d']",,2h,2,2
616,Pre-Flop,0,-2666,2666,RAISE,98,"['2s', '3s']","['4h', '6s']","['7h', 'As']",,,1,1
616,Pre-Flop,1,-2666,2666,DISCARD,0,"['2s', '3s']","['4h', '6s']","['7h', 'As']",,,2,2
616,Pre-Flop,1,-2666,2666,FOLD,0,"['2s', '3s']","['4h', '7d']","['7h', 'As']",,6s,2,2
617,Pre-Flop,1,-2664,2664,CALL,0,"['7h', '5d']","['Ad', '3d']","['5s', '8s']",,,1,1
617,Pre-Flop,0,-2664,2664,RAISE,98,"['7h', '5d']","['Ad', '3d']","['5s', '8s']",,,2,2
617,Pre-Flop,1,-2664,2664,CALL,0,"['7h', '5d']","['Ad', '3d']","['5s', '8s']",,,2,2
617,Flop,1,-2664,2664,CHECK,0,"['7h', '5d']","['Ad', '3d']","['5s', '8s', '6s']",,,100,100
617,Flop,0,-2664,2664,CHECK,0,"['7h', '5d']","['Ad', '3d']","['5s', '8s', '6s']",,,100,100
617,Turn,1,-2664,2664,CHECK,0,"['7h', '5d']","['Ad', '3d']","['5s', '8s', '6s', '2h']",,,100,100
617,Turn,0,-2664,2664,CHECK,0,"['7h', '5d']","['Ad', '3d']","['5s', '8s', '6s', '2h']",,,100,100
617,River,1,-2664,2664,CHECK,0,"['7h', '5d']","['Ad', '3d']","['5s', '8s', '6s', '2h', '4d']",,,100,100
617,River,0,-2664,2664,CHECK,0,"['7h', '5d']","['Ad', '3d']","['5s', '8s', '6s', '2h', '4d']",,,100,100
618,Pre-Flop,0,-2564,2564,RAISE,98,"['8h', 'Ad']","['4s', 'As']","['5s', '5h']",,,1,1
618,Pre-Flop,1,-2564,2564,CALL,0,"['8h', 'Ad']","['4s', 'As']","['5s', '5h']",,,2,2
618,Flop,0,-2564,2564,CHECK,0,"['8h', 'Ad']","['4s', 'As']","['5s', '5h', '4d']",,,100,100
618,Flop,1,-2564,2564,CHECK,0,"['8h', 'Ad']","['4s', 'As']","['5s', '5h', '4d']",,,100,100
618,Turn,0,-2564,2564,CHECK,0,"['8h', 'Ad']","['4s', 'As']","['5s', '5h', '4d', '6s']",,,100,100
618,Turn,1,-2564,2564,CHECK,0,"['8h', 'Ad']","['4s', 'As']","['5s', '5h', '4d', '6s']",,,100,100
618,River,0,-2564,2564,CHECK,0,"['8h', 'Ad']","['4s', 'As']","['5s', '5h', '4d', '6s', '2s']",,,100,100
618,River,1,-2564,2564,CHECK,0,"['8h', 'Ad']","['4s', 'As']","['5s', '5h', '4d', '6s', '2s']",,,100,100
619,Pre-Flop,1,-2664,2664,CALL,0,"['7d', '9d']","['3h', '2d']","['7h', '8s']",,,1,1
619,Pre-Flop,0,-2664,2664,RAISE,98,"['7d', '9d']","['3h', '2d']","['7h', '8s']",,,2,2
619,Pre-Flop,1,-2664,2664,DISCARD,0,"['7d', '9d']","['3h', '2d']","['7h', '8s']",,,2,2
619,Pre-Flop,1,-2664,2664,FOLD,0,"['7d', '9d']","['3h', '3d']","['7h', '8s']",,2d,2,2
620,Pre-Flop,0,-2662,2662,RAISE,98,"['8d', '2s']","['9s', '7h']","['6d', '7s']",,,1,1
620,Pre-Flop,1,-2662,2662,CALL,0,"['8d', '2s']","['9s', '7h']","['6d', '7s']",,,2,2
620,Flop,0,-2662,2662,CHECK,0,"['8d', '2s']","['9s', '7h']","['6d', '7s', '7d']",,,100,100
620,Flop,1,-2662,2662,CHECK,0,"['8d', '2s']","['9s', '7h']","['6d', '7s', '7d']",,,100,100
620,Turn,0,-2662,2662,CHECK,0,"['8d', '2s']","['9s', '7h']","['6d', '7s', '7d', '3s']",,,100,100
620,Turn,1,-2662,2662,CHECK,0,"['8d', '2s']","['9s', '7h']","['6d', '7s', '7d', '3s']",,,100,100
620,River,0,-2662,2662,CHECK,0,"['8d', '2s']","['9s', '7h']","['6d', '7s', '7d', '3s', '4h']",,,100,100
620,River,1,-2662,2662,CHECK,0,"['8d', '2s']","['9s', '7h']","['6d', '7s', '7d', '3s', '4h']",,,100,100
621,Pre-Flop,1,-2762,2762,CALL,0,"['5h', '2h']","['2d', '5s']","['Ad', '7h']",,,1,1
621,Pre-Flop,0,-2762,2762,RAISE,98,"['5h', '2h']","['2d', '5s']","['Ad', '7h']",,,2,2
621,Pre-Flop,1,-2762,2762,DISCARD,0,"['5h', '2h']","['2d', '5s']","['Ad', '7h']",,,2,2
621,Pre-Flop,1,-2762,2762,CALL,0,"['5h', '2h']","['9h', '5s']","['Ad', '7h']",,2d,2,2
621,Flop,1,-2762,2762,CHECK,0,"['5h', '2h']","['9h', '5s']","['Ad', '7h', '3s']",,2d,100,100
621,Flop,0,-2762,2762,CHECK,0,"['5h', '2h']","['9h', '5s']","['Ad', '7h', '3s']",,2d,100,100
621,Turn,1,-2762,2762,CHECK,0,"['5h', '2h']","['9h', '5s']","['Ad', '7h', '3s', '3h']",,2d,100,100
621,Turn,0,-2762,2762,CHECK,0,"['5h', '2h']","['9h', '5s']","['Ad', '7h', '3s', '3h']",,2d,100,100
621,River,1,-2762,2762,CHECK,0,"['5h', '2h']","['9h', '5s']","['Ad', '7h', '3s', '3h', '6d']",,2d,100,100
621,River,0,-2762,2762,CHECK,0,"['5h', '2h']","['9h', '5s']","['Ad', '7h', '3s', '3h', '6d']",,2d,100,100
622,Pre-Flop,0,-2862,2862,RAISE,98,"['9d', '6h']","['7s', 'As']","['9h', '7h']",,,1,1
622,Pre-Flop,1,-2862,2862,CALL,0,"['9d', '6h']","['7s', 'As']","['9h', '7h']",,,2,2
622,Flop,0,-2862,2862,CHECK,0,"['9d', '6h']","['7s', 'As']","['9h', '7h', '9s']",,,100,100
622,Flop,1,-2862,2862,CHECK,0,"['9d', '6h']","['7s', 'As']","['9h', '7h', '9s']",,,100,100
622,Turn,0,-2862,2862,CHECK,0,"['9d', '6h']","['7s', 'As']","['9h', '7h', '9s', '4s']",,,100,100
622,Turn,1,-2862,2862,CHECK,0,"['9d', '6h']","['7s', 'As']","['9h', '7h', '9s', '4s']",,,100,100
622,River,0,-2862,2862,CHECK,0,"['9d', '6h']","['7s', 'As']","['9h', '7h', '9s', '4s', '7d']",,,100,100
622,River,1,-2862,2862,CHECK,0,"['9d', '6h']","['7s', 'As']","['9h', '7h', '9s', '4s', '7d']",,,100,100
623,Pre-Flop,1,-2762,2762,CALL,0,"['4d', '6h']","['7h', '9d']","['4s', '3h']",,,1,1
623,Pre-Flop,0,-2762,2762,RAISE,98,"['4d', '6h']","['7h', '9d']","['4s', '3h']",,,2,2
623,Pre-Flop,1,-2762,2762,CALL,0,"['4d', '6h']","['7h', '9d']","['4s', '3h']",,,2,2
623,Flop,1,-2762,2762,CHECK,0,"['4d', '6h']","['7h', '9d']","['4s', '3h', '2s']",,,100,100
623,Flop,0,-2762,2762,CHECK,0,"['4d', '6h']","['7h', '9d']","['4s', '3h', '2s']",,,100,100
623,Turn,1,-2762,2762,CHECK,0,"['4d', '6h']","['7h', '9d']","['4s', '3h', '2s', '6s']",,,100,100
623,Turn,0,-2762,2762,CHECK,0,"['4d', '6h']","['7h', '9d']","['4s', '3h', '2s', '6s']",,,100,100
623,River,1,-2762,2762,CHECK,0,"['4d', '6h']","['7h', '9d']","['4s', '3h', '2s', '6s', '7s']",,,100,100
623,River,0,-2762,2762,CHECK,0,"['4d', '6h']","['7h', '9d']","['4s', '3h', '2s', '6s', '7s']",,,100,100
624,Pre-Flop,0,-2662,2662,RAISE,98,"['As', '3s']","['4s', '4d']","['Ad', '5d']",,,1,1
624,Pre-Flop,1,-2662,2662,DISCARD,0,"['As', '3s']","['4s', '4d']","['Ad', '5d']",,,2,2
624,Pre-Flop,1,-2662,2662,FOLD,0,"['As', '3s']","['2h', '4d']","['Ad', '5d']",,4s,2,2
625,Pre-Flop,1,-2660,2660,CALL,0,"['4s', '6d']","['7h', '5s']","['9s', '3s']",,,1,1
625,Pre-Flop,0,-2660,2660,RAISE,98,"['4s', '6d']","['7h', '5s']","['9s', '3s']",,,2,2
625,Pre-Flop,1,-2660,2660,CALL,0,"['4s', '6d']","['7h', '5s']","['9s', '3s']",,,2,2
625,Flop,1,-2660,2660,CHECK,0,"['4s', '6d']","['7h', '5s']","['9s', '3s', '6s']",,,100,100
625,Flop,0,-2660,2660,CHECK,0,"['4s', '6d']","['7h', '5s']","['9s', '3s', '6s']",,,100,100
625,Turn,1,-2660,2660,CHECK,0,"['4s', '6d']","['7h', '5s']","['9s', '3s', '6s', '7s']",,,100,100
625,Turn,0,-2660,2660,CHECK,0,"['4s', '6d']","['7h', '5s']","['9s', '3s', '6s', '7s']",,,100,100
625,River,1,-2660,2660,CHECK,0,"['4s', '6d']","['7h', '5s']","['9s', '3s', '6s', '7s', '3d']",,,100,100
625,River,0,-2660,2660,CHECK,0,"['4s', '6d']","['7h', '5s']","['9s', '3s', '6s', '7s', '3d']",,,100,100
626,Pre-Flop,0,-2760,2760,RAISE,98,"['7h', 'Ad']","['2s', '9h']","['6s', '3s']",,,1,1
626,Pre-Flop,1,-2760,2760,DISCARD,0,"['7h', 'Ad']","['2s', '9h']","['6s', '3s']",,,2,2
626,Pre-Flop,1,-2760,2760,CALL,0,"['7h', 'Ad']","['5s', '9h']","['6s', '3s']",,2s,2,2
626,Flop,0,-2760,2760,CHECK,0,"['7h', 'Ad']","['5s', '9h']","['6s', '3s', '2h']",,2s,100,100
626,Flop,1,-2760,2760,CHECK,0,"['7h', 'Ad']","['5s', '9h']","['6s', '3s', '2h']",,2s,100,100
626,Turn,0,-2760,2760,CHECK,0,"['7h', 'Ad']","['5s', '9h']","['6s', '3s', '2h', '4d']",,2s,100,100
626,Turn,1,-2760,2760,CHECK,0,"['7h', 'Ad']","['5s', '9h']","['6s', '3s', '2h', '4d']",,2s,100,100
626,River,0,-2760,2760,CHECK,0,"['7h', 'Ad']","['5s', '9h']","['6s', '3s', '2h', '4d', '6h']",,2s,100,100
626,River,1,-2760,2760,CHECK,0,"['7h', 'Ad']","['5s', '9h']","['6s', '3s', '2h', '4d', '6h']",,2s,100,100
627,Pre-Flop,1,-2860,2860,CALL,0,"['As', '9s']","['7h', '6h']","['5s', '6d']",,,1,1
627,Pre-Flop,0,-2860,2860,RAISE,98,"['As', '9s']","['7h', '6h']","['5s', '6d']",,,2,2
627,Pre-Flop,1,-2860,2860,CALL,0,"['As', '9s']","['7h', '6h']","['5s', '6d']",,,2,2
627,Flop,1,-2860,2860,CHECK,0,"['As', '9s']","['7h', '6h']","['5s', '6d', '9d']",,,100,100
627,Flop,0,-2860,2860,CHECK,0,"['As', '9s']","['7h', '6h']","['5s', '6d', '9d']",,,100,100
627,Turn,1,-2860,2860,CHECK,0,"['As', '9s']","['7h', '6h']","['5s', '6d', '9d', '5d']",,,100,100
627,Turn,0,-2860,2860,CHECK,0,"['As', '9s']","['7h', '6h']","['5s', '6d', '9d', '5d']",,,100,100
627,River,1,-2860,2860,CHECK,0,"['As', '9s']","['7h', '6h']","['5s', '6d', '9d', '5d', '4d']",,,100,100
627,River,0,-2860,2860,CHECK,0,"['As', '9s']","['7h', '6h']","['5s', '6d', '9d', '5d', '4d']",,,100,100
628,Pre-Flop,0,-2760,2760,RAISE,98,"['8d', '2h']","['5d', '2s']","['6s', '7s']",,,1,1
628,Pre-Flop,1,-2760,2760,DISCARD,0,"['8d', '2h']","['5d', '2s']","['6s', '7s']",,,2,2
628,Pre-Flop,1,-2760,2760,FOLD,0,"['8d', '2h']","['8h', '2s']","['6s', '7s']",,5d,2,2
629,Pre-Flop,1,-2758,2758,CALL,0,"['2h', '2d']","['8h', '8s']","['3h', '9s']",,,1,1
629,Pre-Flop,0,-2758,2758,RAISE,98,"['2h', '2d']","['8h', '8s']","['3h', '9s']",,,2,2
629,Pre-Flop,1,-2758,2758,CALL,0,"['2h', '2d']","['8h', '8s']","['3h', '9s']",,,2,2
629,Flop,1,-2758,2758,CHECK,0,"['2h', '2d']","['8h', '8s']","['3h', '9s', 'As']",,,100,100
629,Flop,0,-2758,2758,CHECK,0,"['2h', '2d']","['8h', '8s']","['3h', '9s', 'As']",,,100,100
629,Turn,1,-2758,2758,CHECK,0,"['2h', '2d']","['8h', '8s']","['3h', '9s', 'As', '9d']",,,100,100
629,Turn,0,-2758,2758,CHECK,0,"['2h', '2d']","['8h', '8s']","['3h', '9s', 'As', '9d']",,,100,100
629,River,1,-2758,2758,CHECK,0,"['2h', '2d']","['8h', '8s']","['3h', '9s', 'As', '9d', '3s']",,,100,100
629,River,0,-2758,2758,CHECK,0,"['2h', '2d']","['8h', '8s']","['3h', '9s', 'As', '9d', '3s']",,,100,100
630,Pre-Flop,0,-2858,2858,RAISE,98,"['8s', '4h']","['8d', '8h']","['2d', '7s']",,,1,1
630,Pre-Flop,1,-2858,2858,CALL,0,"['8s', '4h']","['8d', '8h']","['2d', '7s']",,,2,2
630,Flop,0,-2858,2858,CHECK,0,"['8s', '4h']","['8d', '8h']","['2d', '7s', '4s']",,,100,100
630,Flop,1,-2858,2858,CHECK,0,"['8s', '4h']","['8d', '8h']","['2d', '7s', '4s']",,,100,100
630,Turn,0,-2858,2858,CHECK,0,"['8s', '4h']","['8d', '8h']","['2d', '7s', '4s', '3s']",,,100,100
630,Turn,1,-2858,2858,CHECK,0,"['8s', '4h']","['8d', '8h']","['2d', '7s', '4s', '3s']",,,100,100
630,River,0,-2858,2858,CHECK,0,"['8s', '4h']","['8d', '8h']","['2d', '7s', '4s', '3s', 'Ah']",,,100,100
630,River,1,-2858,2858,CHECK,0,"['8s', '4h']","['8d', '8h']","['2d', '7s', '4s', '3s', 'Ah']",,,100,100
631,Pre-Flop,1,-2958,2958,CALL,0,"['2d', '9h']","['3d', '7s']","['9d', '7d']",,,1,1
631,Pre-Flop,0,-2958,2958,RAISE,98,"['2d', '9h']","['3d', '7s']","['9d', '7d']",,,2,2
631,Pre-Flop,1,-2958,2958,DISCARD,0,"['2d', '9h']","['3d', '7s']","['9d', '7d']",,,2,2
631,Pre-Flop,1,-2958,2958,CALL,0,"['2d', '9h']","['6h', '7s']","['9d', '7d']",,3d,2,2
631,Flop,1,-2958,2958,CHECK,0,"['2d', '9h']","['6h', '7s']","['9d', '7d', '4d']",,3d,100,100
631,Flop,0,-2958,2958,CHECK,0,"['2d', '9h']","['6h', '7s']","['9d', '7d', '4d']",,3d,100,100
631,Turn,1,-2958,2958,CHECK,0,"['2d', '9h']","['6h', '7s']","['9d', '7d', '4d', '3s']",,3d,100,100
631,Turn,0,-2958,2958,CHECK,0,"['2d', '9h']","['6h', '7s']","['9d', '7d', '4d', '3s']",,3d,100,100
631,River,1,-2958,2958,CHECK,0,"['2d', '9h']","['6h', '7s']","['9d', '7d', '4d', '3s', 'Ah']",,3d,100,100
631,River,0,-2958,2958,CHECK,0,"['2d', '9h']","['6h', '7s']","['9d', '7d', '4d', '3s', 'Ah']",,3d,100,100
632,Pre-Flop,0,-2858,2858,RAISE,98,"['2d', '3d']","['Ad', '5s']","['9s', 'Ah']",,,1,1
632,Pre-Flop,1,-2858,2858,CALL,0,"['2d', '3d']","['Ad', '5s']","['9s', 'Ah']",,,2,2
632,Flop,0,-2858,2858,CHECK,0,"['2d', '3d']","['Ad', '5s']","['9s', 'Ah', '9h']",,,100,100
632,Flop,1,-2858,2858,CHECK,0,"['2d', '3d']","['Ad', '5s']","['9s', 'Ah', '9h']",,,100,100
632,Turn,0,-2858,2858,CHECK,0,"['2d', '3d']","['Ad', '5s']","['9s', 'Ah', '9h', '8s']",,,100,100
632,Turn,1,-2858,2858,CHECK,0,"['2d', '3d']","['Ad', '5s']","['9s', 'Ah', '9h', '8s']",,,100,100
632,River,0,-2858,2858,CHECK,0,"['2d', '3d']","['Ad', '5s']","['9s', 'Ah', '9h', '8s', '2s']",,,100,100
632,River,1,-2858,2858,CHECK,0,"['2d', '3d']","['Ad', '5s']","['9s', 'Ah', '9h', '8s', '2s']",,,100,100
633,Pre-Flop,1,-2958,2958,CALL,0,"['3h', '5h']","['4d', '7s']","['Ad', '8h']",,,1,1
633,Pre-Flop,0,-2958,2958,RAISE,98,"['3h', '5h']","['4d', '7s']","['Ad', '8h']",,,2,2
633,Pre-Flop,1,-2958,2958,DISCARD,0,"['3h', '5h']","['4d', '7s']","['Ad', '8h']",,,2,2
633,Pre-Flop,1,-2958,2958,FOLD,0,"['3h', '5h']","['4d', '9d']","['Ad', '8h']",,7s,2,2
634,Pre-Flop,0,-2956,2956,RAISE,98,"['5s', '7d']","['6s', '2d']","['9s', 'Ad']",,,1,1
634,Pre-Flop,1,-2956,2956,DISCARD,0,"['5s', '7d']","['6s', '2d']","['9s', 'Ad']",,,2,2
634,Pre-Flop,1,-2956,2956,FOLD,0,"['5s', '7d']","['8h', '2d']","['9s', 'Ad']",,6s,2,2
635,Pre-Flop,1,-2954,2954,CALL,0,"['2d', '6s']","['9h', '9s']","['8s', 'Ad']",,,1,1
635,Pre-Flop,0,-2954,2954,RAISE,98,"['2d', '6s']","['9h', '9s']","['8s', 'Ad']",,,2,2
635,Pre-Flop,1,-2954,2954,CALL,0,"['2d', '6s']","['9h', '9s']","['8s', 'Ad']",,,2,2
635,Flop,1,-2954,2954,CHECK,0,"['2d', '6s']","['9h', '9s']","['8s', 'Ad', '5h']",,,100,100
635,Flop,0,-2954,2954,CHECK,0,"['2d', '6s']","['9h', '9s']","['8s', 'Ad', '5h']",,,100,100
635,Turn,1,-2954,2954,CHECK,0,"['2d', '6s']","['9h', '9s']","['8s', 'Ad', '5h', '7h']",,,100,100
635,Turn,0,-2954,2954,CHECK,0,"['2d', '6s']","['9h', '9s']","['8s', 'Ad', '5h', '7h']",,,100,100
635,River,1,-2954,2954,CHECK,0,"['2d', '6s']","['9h', '9s']","['8s', 'Ad', '5h', '7h', '5s']",,,100,100
635,River,0,-2954,2954,CHECK,0,"['2d', '6s']","['9h', '9s']","['8s', 'Ad', '5h', '7h', '5s']",,,100,100
636,Pre-Flop,0,-3054,3054,RAISE,98,"['Ah', '4s']","['9h', '2s']","['5s', '6d']",,,1,1
636,Pre-Flop,1,-3054,3054,DISCARD,0,"['Ah', '4s']","['9h', '2s']","['5s', '6d']",,,2,2
636,Pre-Flop,1,-3054,3054,FOLD,0,"['Ah', '4s']","['8h', '2s']","['5s', '6d']",,9h,2,2
637,Pre-Flop,1,-3052,3052,CALL,0,"['2d', '3h']","['9d', '2s']","['2h', 'Ad']",,,1,1
637,Pre-Flop,0,-3052,3052,RAISE,98,"['2d', '3h']","['9d', '2s']","['2h', 'Ad']",,,2,2
637,Pre-Flop,1,-3052,3052,DISCARD,0,"['2d', '3h']","['9d', '2s']","['2h', 'Ad']",,,2,2
637,Pre-Flop,1,-3052,3052,CALL,0,"['2d', '3h']","['9d', '5d']","['2h', 'Ad']",,2s,2,2
637,Flop,1,-3052,3052,CHECK,0,"['2d', '3h']","['9d', '5d']","['2h', 'Ad', 'As']",,2s,100,100
637,Flop,0,-3052,3052,CHECK,0,"['2d', '3h']","['9d', '5d']","['2h', 'Ad', 'As']",,2s,100,100
637,Turn,1,-3052,3052,CHECK,0,"['2d', '3h']","['9d', '5d']","['2h', 'Ad', 'As', '4d']",,2s,100,100
637,Turn,0,-3052,3052,CHECK,0,"['2d', '3h']","['9d', '5d']","['2h', 'Ad', 'As', '4d']",,2s,100,100
637,River,1,-3052,3052,CHECK,0,"['2d', '3h']","['9d', '5d']","['2h', 'Ad', 'As', '4d', '5h']",,2s,100,100
637,River,0,-3052,3052,CHECK,0,"['2d', '3h']","['9d', '5d']","['2h', 'Ad', 'As', '4d', '5h']",,2s,100,100
638,Pre-Flop,0,-2952,2952,RAISE,98,"['2s', '2h']","['6h', '5d']","['4s', '9s']",,,1,1
638,Pre-Flop,1,-2952,2952,DISCARD,0,"['2s', '2h']","['6h', '5d']","['4s', '9s']",,,2,2
638,Pre-Flop,1,-2952,2952,CALL,0,"['2s', '2h']","['9h', '5d']","['4s', '9s']",,6h,2,2
638,Flop,0,-2952,2952,CHECK,0,"['2s', '2h']","['9h', '5d']","['4s', '9s', '7d']",,6h,100,100
638,Flop,1,-2952,2952,CHECK,0,"['2s', '2h']","['9h', '5d']","['4s', '9s', '7d']",,6h,100,100
638,Turn,0,-2952,2952,CHECK,0,"['2s', '2h']","['9h', '5d']","['4s', '9s', '7d', '7s']",,6h,100,100
638,Turn,1,-2952,2952,CHECK,0,"['2s', '2h']","['9h', '5d']","['4s', '9s', '7d', '7s']",,6h,100,100
638,River,0,-2952,2952,CHECK,0,"['2s', '2h']","['9h', '5d']","['4s', '9s', '7d', '7s', 'Ah']",,6h,100,100
638,River,1,-2952,2952,CHECK,0,"['2s', '2h']","['9h', '5d']","['4s', '9s', '7d', '7s', 'Ah']",,6h,100,100
639,Pre-Flop,1,-3052,3052,CALL,0,"['3d', '8h']","['7s', 'As']","['5s', '9s']",,,1,1
639,Pre-Flop,0,-3052,3052,RAISE,98,"['3d', '8h']","['7s', 'As']","['5s', '9s']",,,2,2
639,Pre-Flop,1,-3052,3052,CALL,0,"['3d', '8h']","['7s', 'As']","['5s', '9s']",,,2,2
639,Flop,1,-3052,3052,CHECK,0,"['3d', '8h']","['7s', 'As']","['5s', '9s', 'Ad']",,,100,100
639,Flop,0,-3052,3052,CHECK,0,"['3d', '8h']","['7s', 'As']","['5s', '9s', 'Ad']",,,100,100
639,Turn,1,-3052,3052,CHECK,0,"['3d', '8h']","['7s', 'As']","['5s', '9s', 'Ad', '2d']",,,100,100
639,Turn,0,-3052,3052,CHECK,0,"['3d', '8h']","['7s', 'As']","['5s', '9s', 'Ad', '2d']",,,100,100
639,River,1,-3052,3052,CHECK,0,"['3d', '8h']","['7s', 'As']","['5s', '9s', 'Ad', '2d', '6d']",,,100,100
639,River,0,-3052,3052,CHECK,0,"['3d', '8h']","['7s', 'As']","['5s', '9s', 'Ad', '2d', '6d']",,,100,100
640,Pre-Flop,0,-3152,3152,RAISE,98,"['4s', '8d']","['8s', '6s']","['2h', '5s']",,,1,1
640,Pre-Flop,1,-3152,3152,CALL,0,"['4s', '8d']","['8s', '6s']","['2h', '5s']",,,2,2
640,Flop,0,-3152,3152,CHECK,0,"['4s', '8d']","['8s', '6s']","['2h', '5s', '3s']",,,100,100
640,Flop,1,-3152,3152,CHECK,0,"['4s', '8d']","['8s', '6s']","['2h', '5s', '3s']",,,100,100
640,Turn,0,-3152,3152,CHECK,0,"['4s', '8d']","['8s', '6s']","['2h', '5s', '3s', '4h']",,,100,100
640,Turn,1,-3152,3152,CHECK,0,"['4s', '8d']","['8s', '6s']","['2h', '5s', '3s', '4h']",,,100,100
640,River,0,-3152,3152,CHECK,0,"['4s', '8d']","['8s', '6s']","['2h', '5s', '3s', '4h', '7d']",,,100,100
640,River,1,-3152,3152,CHECK,0,"['4s', '8d']","['8s', '6s']","['2h', '5s', '3s', '4h', '7d']",,,100,100
641,Pre-Flop,1,-3252,3252,CALL,0,"['5s', '9d']","['6h', '4h']","['8s', 'Ad']",,,1,1
641,Pre-Flop,0,-3252,3252,RAISE,98,"['5s', '9d']","['6h', '4h']","['8s', 'Ad']",,,2,2
641,Pre-Flop,1,-3252,3252,DISCARD,0,"['5s', '9d']","['6h', '4h']","['8s', 'Ad']",,,2,2
641,Pre-Flop,1,-3252,3252,FOLD,0,"['5s', '9d']","['6h', '2s']","['8s', 'Ad']",,4h,2,2
642,Pre-Flop,0,-3250,3250,RAISE,98,"['2h', '4h']","['6d', '7s']","['Ah', '9h']",,,1,1
642,Pre-Flop,1,-3250,3250,CALL,0,"['2h', '4h']","['6d', '7s']","['Ah', '9h']",,,2,2
642,Flop,0,-3250,3250,CHECK,0,"['2h', '4h']","['6d', '7s']","['Ah', '9h', '6s']",,,100,100
642,Flop,1,-3250,3250,CHECK,0,"['2h', '4h']","['6d', '7s']","['Ah', '9h', '6s']",,,100,100
642,Turn,0,-3250,3250,CHECK,0,"['2h', '4h']","['6d', '7s']","['Ah', '9h', '6s', '3h']",,,100,100
642,Turn,1,-3250,3250,CHECK,0,"['2h', '4h']","['6d', '7s']","['Ah', '9h', '6s', '3h']",,,100,100
642,River,0,-3250,3250,CHECK,0,"['2h', '4h']","['6d', '7s']","['Ah', '9h', '6s', '3h', '2s']",,,100,100
642,River,1,-3250,3250,CHECK,0,"['2h', '4h']","['6d', '7s']","['Ah', '9h', '6s', '3h', '2s']",,,100,100
643,Pre-Flop,1,-3150,3150,CALL,0,"['As', '3d']","['6h', '9s']","['4d', '4s']",,,1,1
